code,title,description
221115,Wind Electric Power Generation,This U.S. industry comprises establishments primarily engaged in operating wind electric power generation facilities.  These facilities use wind power to drive a turbine and produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems.
221116,Geothermal Electric Power Generation,This U.S. industry comprises establishments primarily engaged in operating geothermal electric power generation facilities.  These facilities use heat derived from the Earth to produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems.
221117,Biomass Electric Power Generation,"This U.S. industry comprises establishments primarily engaged in operating biomass electric power generation facilities.  These facilities use biomass (e.g., wood, waste, alcohol fuels) to produce electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems."
221118,Other Electric Power Generation,"This U.S. industry comprises establishments primarily engaged in operating electric power generation facilities (except hydroelectric, fossil fuel, nuclear, solar, wind, geothermal, biomass).  These facilities convert other forms of energy, such as tidal power, into electric energy.  The electric energy produced in these establishments is provided to electric power transmission systems or to electric power distribution systems."
22112,"Electric Power Transmission, Control, and Distribution","This industry comprises establishments primarily engaged in operating electric power transmission systems, controlling (i.e., regulating voltages) the transmission of electricity, and/or distributing electricity.  The transmission system includes lines and transformer stations.  These establishments arrange, facilitate, or coordinate the transmission of electricity from the generating source to the distribution centers, other electric utilities, or final consumers."
221121,Electric Bulk Power Transmission and Control,"This U.S. industry comprises establishments primarily engaged in operating electric power transmission systems and/or controlling (i.e., regulating voltages) the transmission of electricity from the generating source to distribution centers or other electric utilities.  The transmission system includes lines and transformer stations."
221122,Electric Power Distribution,"This U.S. industry comprises electric power establishments primarily engaged in either (1) operating electric power distribution systems (i.e., consisting of lines, poles, meters, and wiring) or (2) operating as electric power brokers or agents that arrange the sale of electricity via power distribution systems operated by others."
2212,Natural Gas Distribution,
22121,Natural Gas Distribution,
221210,Natural Gas Distribution,"This industry comprises: (1) establishments primarily engaged in operating gas distribution systems (e.g., mains, meters); (2) establishments known as gas marketers that buy gas from the well and sell it to a distribution system; (3) establishments known as gas brokers or agents that arrange the sale of gas over gas distribution systems operated by others; and (4) establishments primarily engaged in transmitting and distributing gas to final consumers."
2213,"Water, Sewage and Other Systems","This industry group comprises establishments primarily engaged in: (1) operating water treatment plants and/or water supply systems; (2) operating sewer systems or sewage treatment facilities; or (3) providing steam, heated air, or cooled air."
22131,Water Supply and Irrigation Systems,
221310,Water Supply and Irrigation Systems,"This industry comprises establishments primarily engaged in operating water treatment plants and/or operating water supply systems.  The water supply system may include pumping stations, aqueducts, and/or distribution mains.  The water may be used for drinking, irrigation, or other uses."
22132,Sewage Treatment Facilities,
221320,Sewage Treatment Facilities,"This industry comprises establishments primarily engaged in operating sewer systems or sewage treatment facilities that collect, treat, and dispose of waste."
22133,Steam and Air-Conditioning Supply,
221330,Steam and Air-Conditioning Supply,"This industry comprises establishments primarily engaged in providing steam, heated air, or cooled air.  The steam distribution may be through mains."
